title,artist,winner,year,preprocessed_lyrics,language,anger_pct,anticipation_pct,disgust_pct,fear_pct,joy_pct,negative_pct,positive_pct,sadness_pct,surprise_pct,trust_pct,negative_index
That's What Friends Are For (Single),"Dionne Warwick, Elton John, Gladys Knight, Stevie Wonder",0,1986,"final haunt ( satan rap version ) lyric [ vers 1 : penni parker ] 's everyday find right fit minut minut sift shit nothin ' hit like wish would , 've never found someon like 're funni ; 're fuck clever , alright yeah , talk right , walk right , moral tight somethin ' click tune stream 're find wish could tag along [ pre-choru : penni parker ] 's like alway speak 's like alway know need come around everi singl time feel , , noth 's ever felt personnel whеn 'm go toughest hell alway makе pick ground , ground , ground [ choru : penni parker ] love everyth 've spot brightest star extend reach 've never want love everyth 'd give anyth part invad peac 'caus 's friend might also like [ vers 2 : chase young ] alway spit flame appear must 'd punish greed , envi , pride , lust 'd best believ 'm devil , case could n't tell think would cool would join hell mean , also n't 're busi mayb join discord server play leagu legend hey , n't respond dm donat ? ca n't fuck ghost infiltr [ vers 3 : penni parker ] 'm sendin ' 'em back back get back track anoth pack keep lack fat stack 'caus hey , don'tcha know ? don'tcha owe ever top without slow ? content lowli ? 've alway lone 'd like return favor time sit best friend mine [ choru : penni parker ] love everyth 've spot brightest star extend reach 've never want love everyth 'd give anyth part invad peac 'caus 's friend foremb",en,0.03597122302158273,0.03237410071942446,0.03597122302158273,0.025179856115107913,0.046762589928057555,0.05755395683453238,0.08273381294964029,0.02158273381294964,0.0035971223021582736,0.04316546762589928,31.798561151079134
Everyday Is A Winding Road (Single),Sheryl Crow,0,1997,"narco land , mexican drug lord godfath ( introduct ) lyricsmi introduct life joaquín guzmán loera ivi began 6:30 morn june 11 , 2005 . board bu would take photograph ernesto ramírez guadalup calvo , small , storm-pron municip northern mexican state chihuahua , deep “ golden triangl ” span tower sierra madr occident . start five-day voyag land drug kingpin : ismael el mayo zambada , eduardo quintero payán , ernesto fonseca carrillo , rafael caro quintero , juan josé esparragoza moreno , a.k.a . el azul—and joaquín el chapo ( shorti ) guzmán , man forb magazin callеd “ biggest drug lord time ” ( thеir latest rank , fifty-fifth power person world ) . still notebook record journey . one chang forev view drug trade , today backbon organ crime mexico . road guadalup calvo run dreamlik landscap serri pinewood . sky intens blue sens black-and-whit photograph manuel álvarez bravo . 10:50 morn arriv town rio verd , hang meat line like wash sock . unfortun 's longer beef , also bodi victim “ war drugs. ” wind road began climb steepli big dipper . driver old hand . threw bu round bend entrust fate pope john paul ii , virgin guadalup , st. juan diego , whose pictur stuck windscreen . one stop newspap vendor call federico chávez goton . youngster exchang greet almost passeng ; outsid . left mexico citi , iván noé licón , chihuahua educ offici , warn phone discreet ident . “ peopl cagey stranger , think ’ polic , ” told . travel took ernesto priest , n't say anyth . seem teacher priest outsid greet without suspicion part . eight hour , final reach destin : municip capit guadalup calvo . plan tour surround villages—although manner speak , bumpi track link hamlet take five six hour get anywher . met chava , local offici would guid friend world knew littl . imposs move majest beauti place , tragedi inhabit . five unforgett day . journalist come investig stori child exploit area , minor put often work parent poppi marijuana harvest . kid becom crimin without even realiz . mani , age seven upward , die poison pesticid use plantat . surviv adolesc alreadi carri ak-47 , “ goat 's horn ” weapon popularli known . enter mountain world along narrow dirt track cattl trail , learn custom , dream , legend , well poverti . visit remot place like baborigam , dolor , el saucito de araujo , mesa del frijol , 80 percent popul grow drug crop . commun , long forgotten feder state social program , nonetheless see four-wheeldr cadillac escalad , satellit dish , men walkie-talki pistol belt . met father martín , peruvian priest dark , glossi complexion , extraordinari sens humor great heart , chosen stay guadalup calvo rather accept transfer safeti el paso , texa . carri pastor work matchless energi , even sermon wrong kind seed fell deaf ear . talk help understand human dimens problem , oppos perspect militari polic oper . peopl decad . ’ know way life , one shown altern . doubt humid ravin could grow guava , papaya , fruit , lack decent road make imposs transport produc . make matter wors , resid say place , like baborigam , n't get electr 2001 . mani illeg plantat support mexican us govern . author n't understand nurtur drug crop , futur drug traffick . kid n't want firemen doctor grow ; want becom drug baron . 's measur success know . stori abound el chapo roam street guadalup calvo , flank bodyguard dress black . peopl embrac myth gener godfath figur , sponsor baptism , first communion , wed . climb top mohinora , south tarahumara rang . 3,307 meter , 's highest peak chihuahua . , season , see green valley flood red poppi . beauti enough make cry—and consequ trade . gone research stori child labor , came back much : knowledg way life peopl necessari blood run veinsand increasingli run street . end 2005 , lawyer eduardo sahagún call mexico citi offic la revista , magazin el univers , newspap work . want know 'd interest stori client , lui francisco fernández ruiz , former assist warden puent grand maximum secur prison , state jalisco . fernández want talk case . tri along sixty-seven public employe work puent grand 's feder center social rehabilit number 2 night januari 19 , 2001 , night el chapo guzmán went miss prison . accus take bribe facilit el chapo ’ escap . fernández alreadi spent nearli five year jail , still ’ sentenc . “ state prosecutor 's offic alway refus on-thespot inspect reconstruct escap , establish el chapo got away respons , ” lawyer told . ’ heard affair hollywoodesqu stori circul afterward , drug baron fled laundri cart . improb version event repeat often domest intern media becom unquestion truth ; thing happen mani stori mexico 's drug trade . final met fernández visit room mexico citi 's reclusorio orient detent center . short encount , expound innoc . former assist warden puent grand told deal drug baron , gave impress man : “ introvert , seriou , withdrawn manner , overbear rude , intellig , intelligent. ” admir fernández 's word , certain respect drug traffick , custodi 1999 day sprung puent grand . “ alarm rais follow escap , feder polic took control prison , shut hall , arm personnel balaclava move , ” recal fernández . two year later fact would prove crucial . soon publish interview lui fernández la revista , appeal releas . today almost one still behind bar author call “ el chapo ’ escape. ” even warden maximum secur prison , leonardo beltrán santana , whose path cross coupl time vip dormitori reclusorio orient , freed 2010 . may 2006 , nikko hotel mexico citi , met dea agent confirm grow convict joaquín guzmán drug trade essenti understand key aspect corrupt mexico , perhap import aspect : one involv top govern figur put price countri 's million inhabit , head cattl . accord agent , dea inform infiltr organ drug lord ignacio coronel villarr told el chapo guzmán left puent grand penitentiari pay multimillion-dollar bribe famili presid vicent fox , nation action parti ( pan ) . deal includ systemat protect feder govern group , all-pow pacif cartel . fox lead advoc legal consumpt , also product , distribut , sale everi class drug . book result five gruel year research . time gradual becam immers shadowi world full trap , lie , betray , contradict . data present back numer legal document , testimoni mani wit event first-hand . met peopl involv mexican drug cartel . spoke polic armi offic , us govern offici , profession hit men , priest . interview figur know drug trade insid , even accus protect , happen gener jorg carrillo olea—a former governor state morelo secretari interior , gave exclus interview book . read avidli thousand page evid case “ el chapo 's escape. ” dozen statement given cook , laundri worker , inmat , detent offic , prison polic command make proceed penal case 16/2001 , learn guzmán 's passion paint landscap , much miss mother , “ romant ” side , brutal rapist , need viagra , tast candi volleybal , infinit capac corrupt everyon everyth path . similarli , hundr sheet offici document allow confirm 2001 el chapo escap puent grand famou laundri cart : instead , highrank offici took , disguis policeman . also obtain recent declassifi cia dea document iran-contra affair—someth nobodi seem rememb anymore—which turn mexican drug traffick humbl marijuana poppi farmer sophist intern dealer cocain synthet drug . retriev file elimin archiv feder prosecutor 's offic , refer businessmen , earli 1990 , shelter hangar plane el chapo , amado carrillo fuent , héctor el güero palma . today , emin entrepreneur owner hotel chain , hospit , newspap . found differ account air crash kill former interior secretari , juan camilo mouriño , novemb 4 , 2008 , suggest crash accid act reveng drug baron agreement kept . similar fashion , discov ident businessmen appear owner compani supposedli run ismael el mayo zambada , oper hangar mexico citi intern airport transport drug money , knowledg consent commun transport secretariat airport administr . stori joaquín guzmán loera becam great drug baron , king betray briberi , boss top feder polic command , intim link process decay mexico two factor constant : corrupt , unbridl ambit money power . semi-illiter peasant like el príncipe , neto , el azul , el mayo , el chapo would got far without collus businessmen , politician , policemen , exercis everyday power behind fals halo legal . see face time , mug shot want felon put attorney gener 's offic , front-pag stori , busi section , societi column main paper . true godfath narcoland , true lord drug world . often protect given drug baron continu commit major blunder , rat other anxiou take place , simpli ceas use busi . also exist option voluntari retir , like taken nacho coronel edgar valdez , la barbi . alway substitut candid support continu crimin enterpris . mani seen time come way : ernesto fonseca carrillo , rafael caro quintero , miguel ángel félix gallardo , amado carrillo fuent . joaquín guzmán loera alon quit feel like , author choos . say alreadi prepar exit . current war drug , launch govern felip calderón , fake undertaken administr vicent fox . case , “ strategi ” limit protect sinaloa cartel . continu protect underwritten shadi polic chief calderón 's secretari public secur , genaro garcía luna , team collabor : previous unpublish document present irrefut proof . garcía luna man aim becom , calderón 's support , singl head countri 's polic forc . even state , complet impun , option let el chapo oper freeli “ bring heel ” crimin organ , sinc would easier govern negoti one cartel , rather five . bloodi result war oppos cartel know well . current , old rule govern relat drug baron center econom polit power broken . drug traffick impos law . businessmen launder money partner , local feder offici view employe paid advanc , exampl financ polit campaign . cultur terror encourag feder govern , well crimin gang grotesqu violenc , produc paralyz fear level societi . finish book demand constant battl fear . tri convinc us drug baron croni immov untouch , book offer modest demonstr contrari . citizen journalist , must never allow state author give duti provid secur , simpli hand countri outlaw network made drug traffick , businessmen , politician , allow impos mexican intoler law “ silver lead. ” pay die . decemb 1 , 2012 , felip calderón 's govern came end . presid bear burden 80,000 peopl kill “ war drug , ” 20,000 disappear , around 200,000 driven home violenc , hundr thousand victim kidnap , extort , gener violenc . mexican societi intern commun allow terribl event last six year forgotten . calderón 's time offic left mexico ablaz . one victor so-cal war drug : joaquín loera guzmán , el chapo , remain free , power ubiquit ever . us drug enforc administr say calderón 's six-year term , guzmán becam power drug traffick histori , enemi decim . el chapo 's empir calderón 's chief legaci . decemb 2012 , institut revolutionari parti ( pri ) back power mexico . mani politician businessmen come across page book mere specter past . figur still hold posit power , public offic privat enterpris . long remain place , mexico continu narcoland.emb",en,0.018367346938775512,0.0326530612244898,0.008673469387755102,0.03214285714285714,0.018367346938775512,0.04897959183673469,0.06836734693877551,0.02142857142857143,0.009183673469387756,0.052551020408163264,31.62099125364432
About Damn Time,Lizzo,1,2022,"translationstürkçeespañolportuguêsitalianocatalàabout damn time lyric [ intro ] anyway [ vers 1 ] 's bad bitch o'clock , yeah , 's thick-thirti 've lot , 'm still flirti ( okay ) everybodi back buildin ' ? 's minut , tell 're healin' 'caus 'm get feel feelin ' ? feel right ? [ pre-choru ] oh , pressur 'm way fine stress , yeah oh , 'm girl use , uh bitch , might better [ choru ] turn music , turn light got feelin ' 'm gon ' alright okay ( okay ) , alright 's damn time ( time ) turn music , let 's celebr ( alright ) got feelin ' 'm gon ' okay okay ( okay ) , alright 's damn time might also like [ vers 2 ] minut , i'ma need sentiment man woman pump feelin ' fussi , walkin ' balenci-ussi tryna bring fabul 'caus give fuck way much i'ma need like two shot cup wan na get , wan na get mm , 's feel right [ pre-choru ] oh , pressur 'm way fine stress , yeah oh , 'm girl use , uh bitch , might better [ choru ] turn music , turn light got feelin ' 'm gon ' alright okay ( okay ) , alright 's damn time ( time ) turn music , let 's celebr ( alright ) got feelin ' 'm gon ' okay okay ( okay ) , alright 's damn time [ bridg ] bitch 'caus , uh , know time , uh 'm comin ' tonight , 'm comin ' tonight ( uh-huh ) 'm comin ' tonight , 'm comin ' tonight ( woo ) 'm comin ' tonight , 'm comin ' tonight okay ( okay ) , alright ( alright ) 's damn time 'm comin ' tonight ( let 's go ) , 'm comin ' tonight ( comin ' tonight ) 'm comin ' tonight , 'm comin ' tonight ( woo ) 'm comin ' tonight , 'm comin ' tonight ( comin ' tonight ) okay ( okay ) , alright 's damn time ( oh ) [ outro ] bitch yeah , yeah 's damn time12emb",en,0.04289544235924933,0.02680965147453083,0.040214477211796246,0.024128686327077747,0.010723860589812333,0.05361930294906166,0.010723860589812333,0.021447721179624665,0.002680965147453083,0.0,31.252393718881656
The Boy Is Mine (Track),Brandy And Monica,0,1998,"doubl dragon lyric [ tom cruz ] hey , sexi girl ! get rum rock ? matter fact , make doubl hey , sexi girl ! ca n't see behind bar bet got bubbl tom cruz , fat toni ... two [ hook ( tom cruz ) ] 'm nigga know machismo hey bro , think got doubl dragon nigga know machismo , hey bro guess got doubl dragon smoke blunt back back , fuck girl friend back back championship ring , back back back [ vers 1 ( tom cruz ) ] know 's first line feel like first time 8th grade danc ho franc gave first grind n't count caus n't mount , asham learn thang find thang definit game actual binari sequenc n't work first , n't take offens tri second go round , bet goe went h-town , hook fat toni show around perform rice found nigga nice work togeth like elton john tim rice roger hammerstein , got doubl girl argu doubl time boy mine , well girl 's fine make sure girl fine n't wan na wast time , 's fine line hold waistlin , make bass line , make 'em tast mine hey dog , think know 'm k-9 hear track ca n't reenact , know 's mine kick , kick snare hit , know 's time green thing float corona ? know 's lime ! sexi bartender… might also like [ hook ( tom cruz ) ] [ vers 2 ( fat toni ) ] 'm hook like rufio addict make money , ca n't tri grab , nigga , dagnabbit 'll kill ya ass like elmer fudd rabbit bitch got ass , know 'm tryna slap wrap , tap , know got ta kinda got habit bust like automat stephani messag , told got recip sexin ' , said especi 's destini said , `` ! '' said , `` let me… '' 'm sin like john lennon , let call letter b , said `` nigga pleas '' said , `` know 'm play , get sheet '' beat , come heat , shit thug street girl give hug speak , whole world show love g freez beat like maytag refriger 'm termin track 'm colder cab driver know 're black 'm thiev like winona ryder damn scratch nigga done met damn match , fuck around get damn smack 'm tell everi nigga `` fall back '' , put sack bitch back [ hook ( tom cruz ) ] emb",en,0.04047619047619048,0.01904761904761905,0.0380952380952381,0.023809523809523808,0.014285714285714285,0.06904761904761905,0.02619047619047619,0.01904761904761905,0.007142857142857143,0.02142857142857143,31.22448979591837
"Monday, Monday (Single)",Mamas And The Papas,0,1966,"lmk lyric [ choru ] let know , let know wan na sell soul got drug , got love got someth low let know , let know turn like hoe put wrist band [ ? ] like got cold [ bridg ] let know let know let know , let know let know , ay , ay [ vers 1 ] lil ' bitch foreign , speak english need rosetta stone ca n't speak [ ? ] languag babi let know flex exe , hundrеd thousand step stone said shе never seen 'em diamond [ ? ] choppa , ai n't touch [ ? ] ran plug , 'm villian ca n't get enough yeah went hell , got devil ' bitch suck knew 7 deadli sin fuck club met back , told call telephon might also like [ choru ] let know , let know wan na sell soul got drug , got love got someth low let know , let know turn like hoe put wrist band [ ? ] like got cold [ vers 2 ] okay , said could n't , one time sit two-tim , shawti [ ? ] fast ? , 'm human [ ? ] want fun time i'mma walk kid lunch line drop , ai n't [ ? ] [ ? ] [ ? ] smoke hella strong 'til 's gone everi monday monday sunday everi singl day motherfuck week 'm never lack 's birthday [ choru ] let know , let know wan na sell soul got drug , got love got someth low let know , let know turn like hoe put wrist band [ ? ] like got cold [ choru ] let know , let know wan na sell soul got drug , got love got someth low let know , let know turn like hoe put wrist band [ ? ] like got cold [ vers 3 ] ay , rememb back math class , way [ ? ] whip dash , fuck crash one man 's hous teacher said would n't shit , look n't understand , , peopl hate ai n't got rubber band money come , bare see hand 's alway fuck think , realli feel like 'm man got hundr thousand cash , got ta coupl hand oh , oh ( let know ) let know , ay , ay , yuh [ choru ] let know , let know wan na sell soul got drug , got love got someth low let know , let know turn like hoe put wrist band [ ? ] like got cold [ choru ] let know , let know wan na sell soul got drug , got love got someth low let know , let know turn like hoe put wrist band [ ? ] like got cold [ outro ] let kn-ow , let kn-ow , let know let kn-ow , let kn-ow , let know ( let know ) let kn-ow , let kn-ow , let know let kn-ow , let kn-ow , let know ( let know ) emb",en,0.029013539651837523,0.013539651837524178,0.019342359767891684,0.027079303675048357,0.02127659574468085,0.05609284332688588,0.03288201160541586,0.02127659574468085,0.005802707930367505,0.005802707930367505,30.81514230450401
Say My Name (Single),Destiny's Child,0,2000,"space lyric [ choru - c05 ] shorti got nice face slim waist girl , take date space fuck bed yeah 'll get tast fuck bed yeah 'll get tast shorti got nice face slim waist girl , take date space fuck bed yeah 'll get tast fuck bed yeah 'll get tast [ vers - kgg ] aye aye yo babi tell lay low lay low babi look fuego never let go much say stay n't want ride break might also likei wan na take vacat person oasi laugh get wast 's time 's wast babi , 're far basic languag profound brain combo might drown astound found yeah yeah yeah tell n't got ta * * * * babi kick wave wo n't pull astray n't wan na talk move wan na get lost wan na hear say name everi singl day [ choru - c05 ] shorti got nice face slim waist girl , take date space fuck bed yeah 'll get tast fuck bed yeah 'll get tast shorti got nice face slim waist girl , take date space fuck bed yeah 'll get tast fuck bed yeah 'll get tast [ vers 2 - kgg ] one step , two step three get close might fall fam might go philippin know want girl dream right right go far way frankli , n't care peopl let em stare go nowher realli n't matter tell come 'm better man help see chang 'm pain residu 'm start see thing differ perspect viewpoint hope longer neglect , could take flight babi , n't want one night know 're tire alway tell 're sleepi girl , 's 3 need tire feel like 'm dream feel like ca n't describ feel get insid cut wing ai n't butterfli surviv decid [ chrou - c05 } shorti got nice face slim waist girl , take date space fuck bed yeah 'll get tast fuck bed yeah 'll get tast shorti got nice face slim waist girl , take date space fuck bed yeah 'll get tast fuck bed yeah 'll get tasteemb",en,0.037037037037037035,0.008547008547008548,0.03418803418803419,0.019943019943019943,0.008547008547008548,0.06552706552706553,0.037037037037037035,0.022792022792022793,0.008547008547008548,0.005698005698005698,30.443630443630447
From A Distance (Single),Bette Midler,0,1990,"oceanlandd lyric [ verse1 ] warm sunlight blind eye , close ai n't asleep , pictur ocean/ around noth , everyth see oran.ge-ish , warm temper feel , white clouds/ form random shape sun.set/ look like canva , tide drag sand , slow breez vent , cheek feel cold , soft pleasanc unfold , n't wan na see live , wan na hear lean , lose time/ go forward/ get old , loos enjoyments\ live these\ kinda moment , [ choru ] loos , enjoy , moment , older/ old , [ verse2 ] mayb twice month , take kid wife , luxuri farmhous , appl trees/a lay newton , glanc shed/ distanc , singl straw lips/ give texan a.ccent , asian rice hat/ love rye wheat farm scent , have\ casual time golden hour , hold flower/ pretti made prosper , held attent purpos wonder , wether 's chang wo.rld 's weather , surviv winter , know got answer , mani questions\ exist , bendi road/ requir stiff , could know light/ without glimps dark , enjoy darker , 's problem , sin someth righteou , [ choru ] loos , enjoy , moment , older/ old , loos , enjoy , moment , older/ old , emb",en,0.014354066985645933,0.0430622009569378,0.009569377990430622,0.023923444976076555,0.03349282296650718,0.03827751196172249,0.0430622009569378,0.028708133971291867,0.004784688995215311,0.023923444976076555,30.211893369788108
Mmmbop (Single),Hanson,0,1997,"list youtub video lyricssort featur singer robyn adel anderson careless whisper timber summer young beauti wake - mariachi version danc hollaback girl blur line ca n't stop come get call mayb gentleman beauti beat n't worri child die young thrift shop burn ( back vocal ashley stroud cristina gatti ) wiggl say someth ( w. hudson thame ) talk dirti get lucki - ( delet pmj 's channel ) problem - ariana grand anaconda found love favorit thing paper plane gangsta 's paradis jealou one love cold water roll crazi love friday till world end girl wan na fun like prayer birthday kiss girl might also likesara niemietz want want - cheap trick hey ya ! - outkast must place ( naiv melodi ) scar beauti surviv love bad romanc ( rebox ) need mykal kilgor heart go ü lean greatest love sinc u gone andrew roland remind lullabi haley reinhart imagin - john lennon oop ! ... - britney spear creep - radiohead habit - tove lo lovefool - cardigan black hole sun - soundgarden mad world - gari jule ( also w. puddl piti parti ) morgan jame take church - hozier barbi girl - aqua break free - ariana grand dream - aerosmith 's man 's , man 's , man 's world - jame brown map - maroon 5 realli n't care - demi lovato casey abram staci 's mom - fountain wayn sweet child ' mine ( rebox ) love - haddaway 'm one famili guy theme umbrella puddl piti parti royal - lord team - lord chandeli - sia stress - twenti one pilot viva la vida - coldplay mad world - gari jule ( also w. haley reinhart ) small thing - blink 182 maiya syke n't look back anger - oasi 'm one ( rebox ) boulevard broken dream - green day hello - adel juici believ thing call love n't stop shoshana bean old love stone cold want way sorri poison addi hamilton sunday morn - maroon 5 heart glass never forget gon na girl blake lewi thong song mr. brightsid - killer radioact joey cook ai n't rest wick - cage eleph sugar , 're go - fallout boy hey delilah - plain white ts say name - destini 's child aubrey logan ice ice babi - vanilla ice heart go ( rebox ) ca n't stop feel bad blood give away beauti beast ariana savala bad romanc - ladi gaga crimin - fiona appl poni - genuwin blank space - taylor swift diggiti - tlc singl ladi - beyonc n't - shaggy\rikrok mich braden sweet child ' mine - gun n ' rose livin ' prayer - bon jovi stori life kenton chen closer - nine inch nail closer - chainsmokers\halsey look made - taylor swift melinda doolittl n't stop - queen toxic - britney spear carolin baran noth els matter - metallica time time - cyndi lauper briell bass ( rebox ) grenad ( rebox ) lavanc colley forget focu halo 's like anni goodchild roar - kati perri style - taylor swift ( also w. von smith ) sk8er boi - avril lavign ashley stroud fanci - iggi azalea/charli xcx straight - paula abdul waterfal - tlc dark hors - kati perri cristina gatti love harder sweater weather stay hotlin bling someday - stroke woman drunk love von smith rude - magic ! titanium - sia/david guetta cri river - justin timberlak shake - taylor swift style - taylor swift ( also w. anni goodchild ) danc dark - bruce springsteen merri littl christma call mayb ( rebox ) niia hash pipe - weezer end world - skeeter davi girl ( world ) - rihanna michel bachmann 's concess speech kiah victoria great height kate davi [ upright ] bass blue christma ada pasternak ... babi one time - britney spear rather - clean bandit rayvon owen ignit ( remix ) - r. kelli n't let - chainsmok natali angst like heaven santeria gunhild carl materi girl never gon na give karen mari fever variat creep ( rebox ) dani armstrong roxann - polic say ai n't - weezer toni desar pompeii - bastil despacito - lui fonsi\daddi yanke tara louis bye bye bye gim chocol vonzel solomon all-star - smash mouth everi breath take - polic noah guthri sledgehamm - peter gabriel bell jewel spiderweb - doubt chloe feoranzo surpris - radiohead mario jose color wind - disney mayr martinez como la flor - selena clark beckham never gon na give jax teenag dirtbag - wheatu deandr brackensick side side - ariana grand kelley jakl poker face - ladi gaga sarah mari young bizarr love triangl jeffrey jame steal girl jenni lena give love bad name lara johnston heart want want lisa gari ex 's oh' nicol adkin hero holli campbell-smith think loud daniela andrad welcom jungl mari jolen - dolli parton thia megia feel good inc. - gorillaz hannah gill somebodi use know - goty wilki ferguson n't mind mandi gonzalez despacito anni bosko complic devi-ananda jar heart grace kelli worth pia toscano \ stefano langon prayer ensembl cast craigslist miss connect ( valentin 's day ) last christma hit 2014 bye bye bye ( rebox ) - 'n sync mmmbop - hanson instrument '' evolut tap danc '' '' harri potter '' hedwig 's theme citi star game throne theme friend like tap awaken ( star war tap danc medley ) incred tap danc medley1emb",en,0.020856201975850714,0.03512623490669594,0.01646542261251372,0.026344676180021953,0.038419319429198684,0.052689352360043906,0.059275521405049394,0.021953896816684963,0.014270032930845226,0.026344676180021953,30.177199310020384
Is That All There Is?,Peggy Lee,0,1969,"? lyricsi rememb littl girl hous caught fire 'll never forget look father 's face gather arm race burn build onto pavement stood shiver pajama watch whole world go flame said '' fire ? '' [ choru ] ? ? 's friend , let 's keep danc let 's break booz ball 's 12 year old daddi took circu , greatest show earth clown eleph , danc bear beauti ladi pink tight flew high head sat watch feel someth miss n't know said '' circu ? '' might also like [ choru ] ? ? 's friend , let 's keep danc let 's break booz ball 's fell love wonder boy world 'd take long walk river sit hour gaze 's eye much love one day went away thought 'd die , n't , said '' love ? '' ? ? 's friend , let 's keep ... know must say '' 's way feel , n't end ? '' oh , . 'm readi final disappoint caus know well 'm stand talk final moment come 'm breath last breath , 'll say [ choru ] ? ? 's friend , let 's keep danc let 's break booz ball 's is3emb",en,0.014778325123152709,0.029556650246305417,0.009852216748768473,0.034482758620689655,0.03940886699507389,0.029556650246305417,0.04926108374384237,0.019704433497536946,0.019704433497536946,0.034482758620689655,30.14778325123153
Hollaback Girl,Gwen Stefani,0,2005,"hollaback girl lyric [ intro ] uh-huh , shit girl , stomp feet like [ choru ] time 've around track 's gon na happen like 'caus ai n't hollaback girl ai n't hollaback girl time 've around track 's gon na happen like 'caus ai n't hollaback girl ai n't hollaback girl [ post-choru ] ooh , shit , shit ooh , shit , shit ooh , shit , shit ooh , shit , shit [ vers 1 ] heard talk shit n't think would hear peopl hear talk like get everybodi fire 'm readi attack , gon na lead pack gon na get touchdown , gon na take 's right , put pom-pom get everybodi fire might also like [ choru ] time 've around track 's gon na happen like 'caus ai n't hollaback girl ai n't hollaback girl time 've around track 's gon na happen like 'caus ai n't hollaback girl ai n't hollaback girl [ post-choru ] ooh , shit , shit ooh , shit , shit ooh , shit , shit ooh , shit , shit [ vers 2 ] 's right , dude , meet bleacher princip , student-teach us wan na winner one 'm gon na fight , gon na give gon na make fall , gon na sock 's right , 'm last one stand anoth one bite dust [ choru ] time 've around track 's gon na happen like 'caus ai n't hollaback girl ai n't hollaback girl time 've around track 's gon na happen like 'caus ai n't hollaback girl ai n't hollaback girl [ post-choru ] ooh , shit , shit ooh , shit , shit ooh , shit , shit ooh , shit , shit [ bridg ] let hear say , shit banana b-a-n-a-n-a- shit banana b-a-n-a-n-a- , shit banana b-a-n-a-n-a- shit banana b-a-n-a-n-a- [ choru ] time 've around track 's gon na happen like 'caus ai n't hollaback girl ai n't hollaback girl time 've around track 's gon na happen like 'caus ai n't hollaback girl ai n't hollaback girl [ post-choru ] ooh , shit , shit ooh , shit , shit ooh , shit , shit ooh , shit , shit50emb",en,0.10455764075067024,0.06702412868632708,0.09919571045576407,0.013404825737265416,0.002680965147453083,0.11528150134048257,0.010723860589812333,0.005361930294906166,0.002680965147453083,0.0,29.95021064726159
Lonely Boy,The Black Keys,0,2012,"lone boy lyric [ vers 1 ] well , 'm 's plain see came love anyway pull heart n't mind bleedin' old time keep waitin' waitin ' , waitin' [ choru ] oh , oh , oh oh , got love keep wait oh , oh , oh , got love keep wait ’ lone boy ’ lone boy oh , oh , oh oh , got love keep wait [ vers 2 ] well , mama kept , daddi left shoulda done came love , born bleed ? old time keep waitin' waitin ' , waitin' [ choru ] oh , oh , oh oh , got love keep wait oh , oh , oh , got love keep wait ’ lone boy ’ lone boy oh , oh , oh oh , got love keep wait hey might also like [ instrument bridg ] [ choru ] oh , oh , oh oh , got love keep wait oh , oh , oh , got love keep wait ’ lone boy ’ lone boy oh , oh , oh oh , got love keep waiting43emb",en,0.0,0.053475935828877004,0.0374331550802139,0.0,0.058823529411764705,0.08021390374331551,0.06417112299465241,0.0374331550802139,0.0,0.0,29.61038961038961
Yesterday (Single),The Beatles,0,1965,"yester-m , yester-y , yesterday ( singl version ) lyric [ vers 1 ] aww-hhhaannn happen ... world knew would dream scheme time away yester-m , yester-y , yester-day [ vers 2 ] go , yester-glow could feel wheel life turn way yester-m , yester-y , yester-day , ooh , ooh [ vers 3 ] dream , life warm , love true two kid would follow yester-y 's sing yester-dream cruel foolish game play yester-m , yester-y , yester-day oooh hoo [ vers 4 ] recal feel lost , feel sad noth mem'ri yester-lov , seem yester-dream cruel foolish game play yester-m , yester-y , yester-day ooooh hoo might also like [ outro ] ( slowli fade ) yester-m , yester-y , yester-day ooooh hoo yester-m , yester-youemb",en,0.015625,0.0234375,0.015625,0.015625,0.0234375,0.0546875,0.0234375,0.03125,0.0,0.015625,29.598214285714292
